as_of_date,num_players,feature_time,train_time,score_time,upload_time,total_time
2025-01-02,432,4.8504917090031086,558.1398783339973,1.1293577910109889,1.8900239159993362,566.0097517500108
2025-01-03,180,2.6548618329979945,542.2912997499952,1.1136087920021964,1.7713864160032244,547.8311567909986
2025-01-04,432,4.061947041001986,538.4809437499935,1.114218417002121,2.178111707995413,545.835220915993
2025-01-05,180,2.358998249997967,541.4326033329999,1.132750834003673,2.151011333000497,547.075363750002
